tp_TR,trail_TR,tp_RG,trail_RG,stop_mult,ratio_max,vol_x,cooldown,ema_fast,ema_slow,base_k,adx_thr,trades,wins,losses,win_rate_pct,equity_multiple
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
2.5,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.0,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.0,2.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,1.5,1.75,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
3.5,2.0,1.5,1.75,1.0,1.6,0.85,1,20,100,1.6,22.0,23,10,13,43.48,0.990582
