tp_TR,trail_TR,tp_RG,trail_RG,stop_mult,be_lock,time_stop_bars,trades,wins,losses,win_rate_pct,equity_multiple
2.5,1.5,1.5,1.25,0.9,1.0,8,24,11,13,45.83,1.018383
2.5,1.75,1.5,1.25,0.9,1.0,8,24,11,13,45.83,1.018383
2.5,2.0,1.5,1.25,0.9,1.0,8,24,11,13,45.83,1.018383
2.5,1.5,1.5,1.25,1.0,1.0,8,24,11,13,45.83,1.014924
2.5,1.5,1.5,1.25,1.1,1.0,8,24,11,13,45.83,1.014924
2.5,1.75,1.5,1.25,1.0,1.0,8,24,11,13,45.83,1.014924
2.5,1.75,1.5,1.25,1.1,1.0,8,24,11,13,45.83,1.014924
2.5,2.0,1.5,1.25,1.0,1.0,8,24,11,13,45.83,1.014924
2.5,2.0,1.5,1.25,1.1,1.0,8,24,11,13,45.83,1.014924
2.5,1.5,1.5,1.5,1.1,1.0,8,24,11,13,45.83,1.01136
2.5,1.75,1.5,1.5,1.1,1.0,8,24,11,13,45.83,1.01136
2.5,2.0,1.5,1.5,1.1,1.0,8,24,11,13,45.83,1.01136
2.5,1.5,1.5,1.5,0.9,1.0,8,24,11,13,45.83,1.011171
2.5,1.75,1.5,1.5,0.9,1.0,8,24,11,13,45.83,1.011171
2.5,2.0,1.5,1.5,0.9,1.0,8,24,11,13,45.83,1.011171
2.5,1.5,1.5,1.25,0.9,0.75,8,25,10,15,40.0,1.011146
2.5,1.75,1.5,1.25,0.9,0.75,8,25,10,15,40.0,1.011146
2.5,2.0,1.5,1.25,0.9,0.75,8,25,10,15,40.0,1.011146
2.5,1.5,1.5,1.25,0.9,1.0,12,24,11,13,45.83,1.009734
2.5,1.75,1.5,1.25,0.9,1.0,12,24,11,13,45.83,1.009734
2.5,2.0,1.5,1.25,0.9,1.0,12,24,11,13,45.83,1.009734
2.5,1.5,1.5,1.0,0.9,1.0,12,24,11,13,45.83,1.009655
2.5,1.75,1.5,1.0,0.9,1.0,12,24,11,13,45.83,1.009655
2.5,2.0,1.5,1.0,0.9,1.0,12,24,11,13,45.83,1.009655
2.5,1.5,1.5,1.0,0.9,1.0,8,24,11,13,45.83,1.009548
2.5,1.75,1.5,1.0,0.9,1.0,8,24,11,13,45.83,1.009548
2.5,2.0,1.5,1.0,0.9,1.0,8,24,11,13,45.83,1.009548
2.5,1.5,1.5,1.25,0.9,1.0,16,24,11,13,45.83,1.009274
2.5,1.75,1.5,1.25,0.9,1.0,16,24,11,13,45.83,1.009274
2.5,2.0,1.5,1.25,0.9,1.0,16,24,11,13,45.83,1.009274
2.5,1.5,1.5,1.5,1.0,1.0,8,24,11,13,45.83,1.007737
2.5,1.75,1.5,1.5,1.0,1.0,8,24,11,13,45.83,1.007737
2.5,2.0,1.5,1.5,1.0,1.0,8,24,11,13,45.83,1.007737
2.5,1.5,1.5,1.25,1.0,0.75,8,25,10,15,40.0,1.007712
2.5,1.5,1.5,1.25,1.1,0.75,8,25,10,15,40.0,1.007712
2.5,1.75,1.5,1.25,1.0,0.75,8,25,10,15,40.0,1.007712
2.5,1.75,1.5,1.25,1.1,0.75,8,25,10,15,40.0,1.007712
2.5,2.0,1.5,1.25,1.0,0.75,8,25,10,15,40.0,1.007712
2.5,2.0,1.5,1.25,1.1,0.75,8,25,10,15,40.0,1.007712
2.5,1.5,1.5,1.0,1.0,1.0,12,24,11,13,45.83,1.007036
2.5,1.5,1.5,1.0,1.1,1.0,12,24,11,13,45.83,1.007036
2.5,1.75,1.5,1.0,1.0,1.0,12,24,11,13,45.83,1.007036
2.5,1.75,1.5,1.0,1.1,1.0,12,24,11,13,45.83,1.007036
2.5,2.0,1.5,1.0,1.0,1.0,12,24,11,13,45.83,1.007036
2.5,2.0,1.5,1.0,1.1,1.0,12,24,11,13,45.83,1.007036
2.5,1.5,1.5,1.0,1.0,1.0,8,24,11,13,45.83,1.006929
2.5,1.5,1.5,1.0,1.1,1.0,8,24,11,13,45.83,1.006929
2.5,1.75,1.5,1.0,1.0,1.0,8,24,11,13,45.83,1.006929
2.5,1.75,1.5,1.0,1.1,1.0,8,24,11,13,45.83,1.006929
2.5,2.0,1.5,1.0,1.0,1.0,8,24,11,13,45.83,1.006929
2.5,2.0,1.5,1.0,1.1,1.0,8,24,11,13,45.83,1.006929
2.5,1.5,1.5,1.25,1.0,1.0,12,24,11,13,45.83,1.006305
2.5,1.5,1.5,1.25,1.1,1.0,12,24,11,13,45.83,1.006305
2.5,1.75,1.5,1.25,1.0,1.0,12,24,11,13,45.83,1.006305
2.5,1.75,1.5,1.25,1.1,1.0,12,24,11,13,45.83,1.006305
2.5,2.0,1.5,1.25,1.0,1.0,12,24,11,13,45.83,1.006305
2.5,2.0,1.5,1.25,1.1,1.0,12,24,11,13,45.83,1.006305
2.5,1.5,1.5,1.25,1.0,1.0,16,24,11,13,45.83,1.005846
2.5,1.5,1.5,1.25,1.1,1.0,16,24,11,13,45.83,1.005846
2.5,1.75,1.5,1.25,1.0,1.0,16,24,11,13,45.83,1.005846
2.5,1.75,1.5,1.25,1.1,1.0,16,24,11,13,45.83,1.005846
2.5,2.0,1.5,1.25,1.0,1.0,16,24,11,13,45.83,1.005846
2.5,2.0,1.5,1.25,1.1,1.0,16,24,11,13,45.83,1.005846
2.5,1.5,1.5,1.0,0.9,1.0,16,24,11,13,45.83,1.005268
2.5,1.75,1.5,1.0,0.9,1.0,16,24,11,13,45.83,1.005268
2.5,2.0,1.5,1.0,0.9,1.0,16,24,11,13,45.83,1.005268
2.5,1.5,1.5,1.0,0.9,0.75,12,25,10,15,40.0,1.004662
2.5,1.75,1.5,1.0,0.9,0.75,12,25,10,15,40.0,1.004662
2.5,2.0,1.5,1.0,0.9,0.75,12,25,10,15,40.0,1.004662
2.5,1.5,1.25,1.25,0.9,1.0,8,24,11,13,45.83,1.00465
2.5,1.75,1.25,1.25,0.9,1.0,8,24,11,13,45.83,1.00465
2.5,2.0,1.25,1.25,0.9,1.0,8,24,11,13,45.83,1.00465
2.5,1.5,1.5,1.0,0.9,0.75,8,25,10,15,40.0,1.004555
2.5,1.75,1.5,1.0,0.9,0.75,8,25,10,15,40.0,1.004555
2.5,2.0,1.5,1.0,0.9,0.75,8,25,10,15,40.0,1.004555
2.5,1.5,1.5,1.5,1.1,0.75,8,25,10,15,40.0,1.004173
2.5,1.75,1.5,1.5,1.1,0.75,8,25,10,15,40.0,1.004173
2.5,2.0,1.5,1.5,1.1,0.75,8,25,10,15,40.0,1.004173
2.5,1.5,1.5,1.5,0.9,0.75,8,25,10,15,40.0,1.003985
2.5,1.75,1.5,1.5,0.9,0.75,8,25,10,15,40.0,1.003985
2.5,2.0,1.5,1.5,0.9,0.75,8,25,10,15,40.0,1.003985
2.5,1.5,1.5,1.25,0.9,0.75,12,25,10,15,40.0,1.003946
2.5,1.75,1.5,1.25,0.9,0.75,12,25,10,15,40.0,1.003946
2.5,2.0,1.5,1.25,0.9,0.75,12,25,10,15,40.0,1.003946
2.5,1.5,1.5,1.5,1.1,0.5,8,25,9,16,36.0,1.003608
2.5,1.75,1.5,1.5,1.1,0.5,8,25,9,16,36.0,1.003608
2.5,2.0,1.5,1.5,1.1,0.5,8,25,9,16,36.0,1.003608
2.5,1.5,1.5,1.25,0.9,0.5,8,25,9,16,36.0,1.00342
2.5,1.5,1.5,1.5,0.9,0.5,8,25,9,16,36.0,1.00342
2.5,1.75,1.5,1.25,0.9,0.5,8,25,9,16,36.0,1.00342
2.5,1.75,1.5,1.5,0.9,0.5,8,25,9,16,36.0,1.00342
2.5,2.0,1.5,1.25,0.9,0.5,8,25,9,16,36.0,1.00342
2.5,2.0,1.5,1.5,0.9,0.5,8,25,9,16,36.0,1.00342
2.5,1.5,1.5,1.0,1.0,1.0,16,24,11,13,45.83,1.002661
2.5,1.5,1.5,1.0,1.1,1.0,16,24,11,13,45.83,1.002661
2.5,1.75,1.5,1.0,1.0,1.0,16,24,11,13,45.83,1.002661
2.5,1.75,1.5,1.0,1.1,1.0,16,24,11,13,45.83,1.002661
2.5,2.0,1.5,1.0,1.0,1.0,16,24,11,13,45.83,1.002661
2.5,2.0,1.5,1.0,1.1,1.0,16,24,11,13,45.83,1.002661
2.5,1.5,1.5,1.0,1.0,0.75,12,25,10,15,40.0,1.002056
2.5,1.5,1.5,1.0,1.1,0.75,12,25,10,15,40.0,1.002056
2.5,1.75,1.5,1.0,1.0,0.75,12,25,10,15,40.0,1.002056
2.5,1.75,1.5,1.0,1.1,0.75,12,25,10,15,40.0,1.002056
2.5,2.0,1.5,1.0,1.0,0.75,12,25,10,15,40.0,1.002056
2.5,2.0,1.5,1.0,1.1,0.75,12,25,10,15,40.0,1.002056
2.5,1.5,1.5,1.0,1.0,0.75,8,25,10,15,40.0,1.001949
2.5,1.5,1.5,1.0,1.1,0.75,8,25,10,15,40.0,1.001949
2.5,1.75,1.5,1.0,1.0,0.75,8,25,10,15,40.0,1.001949
2.5,1.75,1.5,1.0,1.1,0.75,8,25,10,15,40.0,1.001949
2.5,2.0,1.5,1.0,1.0,0.75,8,25,10,15,40.0,1.001949
2.5,2.0,1.5,1.0,1.1,0.75,8,25,10,15,40.0,1.001949
2.5,1.5,1.25,1.25,0.9,1.0,16,24,12,12,50.0,1.001822
2.5,1.75,1.25,1.25,0.9,1.0,16,24,12,12,50.0,1.001822
2.5,2.0,1.25,1.25,0.9,1.0,16,24,12,12,50.0,1.001822
2.5,1.5,1.25,1.25,1.0,1.0,8,24,11,13,45.83,1.001238
2.5,1.5,1.25,1.25,1.1,1.0,8,24,11,13,45.83,1.001238
2.5,1.75,1.25,1.25,1.0,1.0,8,24,11,13,45.83,1.001238
2.5,1.75,1.25,1.25,1.1,1.0,8,24,11,13,45.83,1.001238
2.5,2.0,1.25,1.25,1.0,1.0,8,24,11,13,45.83,1.001238
2.5,2.0,1.25,1.25,1.1,1.0,8,24,11,13,45.83,1.001238
2.5,1.5,1.5,1.5,1.0,0.75,8,25,10,15,40.0,1.000575
2.5,1.75,1.5,1.5,1.0,0.75,8,25,10,15,40.0,1.000575
2.5,2.0,1.5,1.5,1.0,0.75,8,25,10,15,40.0,1.000575
2.5,1.5,1.5,1.25,1.0,0.75,12,25,10,15,40.0,1.000537
2.5,1.5,1.5,1.25,1.1,0.75,12,25,10,15,40.0,1.000537
2.5,1.75,1.5,1.25,1.0,0.75,12,25,10,15,40.0,1.000537
2.5,1.75,1.5,1.25,1.1,0.75,12,25,10,15,40.0,1.000537
2.5,2.0,1.5,1.25,1.0,0.75,12,25,10,15,40.0,1.000537
2.5,2.0,1.5,1.25,1.1,0.75,12,25,10,15,40.0,1.000537
2.5,1.5,1.5,1.0,0.9,0.75,16,25,10,15,40.0,1.000297
2.5,1.75,1.5,1.0,0.9,0.75,16,25,10,15,40.0,1.000297
2.5,2.0,1.5,1.0,0.9,0.75,16,25,10,15,40.0,1.000297
2.5,1.5,1.5,1.25,1.0,0.5,8,25,9,16,36.0,1.000012
2.5,1.5,1.5,1.25,1.1,0.5,8,25,9,16,36.0,1.000012
2.5,1.5,1.5,1.5,1.0,0.5,8,25,9,16,36.0,1.000012
2.5,1.75,1.5,1.25,1.0,0.5,8,25,9,16,36.0,1.000012
2.5,1.75,1.5,1.25,1.1,0.5,8,25,9,16,36.0,1.000012
2.5,1.75,1.5,1.5,1.0,0.5,8,25,9,16,36.0,1.000012
2.5,2.0,1.5,1.25,1.0,0.5,8,25,9,16,36.0,1.000012
2.5,2.0,1.5,1.25,1.1,0.5,8,25,9,16,36.0,1.000012
2.5,2.0,1.5,1.5,1.0,0.5,8,25,9,16,36.0,1.000012
2.5,1.5,1.25,1.25,0.9,0.75,8,25,10,15,40.0,0.999585
2.5,1.75,1.25,1.25,0.9,0.75,8,25,10,15,40.0,0.999585
2.5,2.0,1.25,1.25,0.9,0.75,8,25,10,15,40.0,0.999585
2.5,1.5,1.25,1.25,1.0,1.0,16,24,12,12,50.0,0.998419
2.5,1.5,1.25,1.25,1.1,1.0,16,24,12,12,50.0,0.998419
2.5,1.75,1.25,1.25,1.0,1.0,16,24,12,12,50.0,0.998419
2.5,1.75,1.25,1.25,1.1,1.0,16,24,12,12,50.0,0.998419
2.5,2.0,1.25,1.25,1.0,1.0,16,24,12,12,50.0,0.998419
2.5,2.0,1.25,1.25,1.1,1.0,16,24,12,12,50.0,0.998419
2.5,1.5,1.5,1.5,0.9,1.0,12,24,11,13,45.83,0.998136
2.5,1.75,1.5,1.5,0.9,1.0,12,24,11,13,45.83,0.998136
2.5,2.0,1.5,1.5,0.9,1.0,12,24,11,13,45.83,0.998136
2.5,1.5,1.25,1.5,1.1,1.0,8,24,11,13,45.83,0.997722
2.5,1.75,1.25,1.5,1.1,1.0,8,24,11,13,45.83,0.997722
2.5,2.0,1.25,1.5,1.1,1.0,8,24,11,13,45.83,0.997722
2.5,1.5,1.5,1.0,1.0,0.75,16,25,10,15,40.0,0.997702
2.5,1.5,1.5,1.0,1.1,0.75,16,25,10,15,40.0,0.997702
2.5,1.75,1.5,1.0,1.0,0.75,16,25,10,15,40.0,0.997702
2.5,1.75,1.5,1.0,1.1,0.75,16,25,10,15,40.0,0.997702
2.5,2.0,1.5,1.0,1.0,0.75,16,25,10,15,40.0,0.997702
2.5,2.0,1.5,1.0,1.1,0.75,16,25,10,15,40.0,0.997702
2.5,1.5,1.5,1.5,0.9,1.0,16,24,11,13,45.83,0.997681
2.5,1.75,1.5,1.5,0.9,1.0,16,24,11,13,45.83,0.997681
2.5,2.0,1.5,1.5,0.9,1.0,16,24,11,13,45.83,0.997681
2.5,1.5,1.5,1.25,0.9,0.75,16,25,9,16,36.0,0.99767
2.5,1.75,1.5,1.25,0.9,0.75,16,25,9,16,36.0,0.99767
2.5,2.0,1.5,1.25,0.9,0.75,16,25,9,16,36.0,0.99767
2.5,1.5,1.25,1.5,0.9,1.0,8,24,11,13,45.83,0.997536
2.5,1.75,1.25,1.5,0.9,1.0,8,24,11,13,45.83,0.997536
2.5,2.0,1.25,1.5,0.9,1.0,8,24,11,13,45.83,0.997536
2.5,1.5,1.5,1.0,0.9,0.5,12,25,9,16,36.0,0.996986
2.5,1.75,1.5,1.0,0.9,0.5,12,25,9,16,36.0,0.996986
2.5,2.0,1.5,1.0,0.9,0.5,12,25,9,16,36.0,0.996986
2.5,1.5,1.5,1.0,0.9,0.5,8,25,9,16,36.0,0.99688
2.5,1.75,1.5,1.0,0.9,0.5,8,25,9,16,36.0,0.99688
2.5,2.0,1.5,1.0,0.9,0.5,8,25,9,16,36.0,0.99688
2.5,1.5,1.5,1.25,0.9,0.5,12,25,9,16,36.0,0.996276
2.5,1.75,1.5,1.25,0.9,0.5,12,25,9,16,36.0,0.996276
2.5,2.0,1.5,1.25,0.9,0.5,12,25,9,16,36.0,0.996276
2.5,1.5,1.25,1.25,1.0,0.75,8,25,10,15,40.0,0.99619
2.5,1.5,1.25,1.25,1.1,0.75,8,25,10,15,40.0,0.99619
2.5,1.75,1.25,1.25,1.0,0.75,8,25,10,15,40.0,0.99619
2.5,1.75,1.25,1.25,1.1,0.75,8,25,10,15,40.0,0.99619
2.5,2.0,1.25,1.25,1.0,0.75,8,25,10,15,40.0,0.99619
2.5,2.0,1.25,1.25,1.1,0.75,8,25,10,15,40.0,0.99619
2.5,1.5,1.25,1.25,0.9,1.0,12,24,11,13,45.83,0.996013
2.5,1.75,1.25,1.25,0.9,1.0,12,24,11,13,45.83,0.996013
2.5,2.0,1.25,1.25,0.9,1.0,12,24,11,13,45.83,0.996013
2.5,1.5,1.25,1.0,0.9,1.0,8,24,11,13,45.83,0.995935
2.5,1.5,1.25,1.0,0.9,1.0,12,24,11,13,45.83,0.995935
2.5,1.5,1.25,1.0,0.9,1.0,16,24,11,13,45.83,0.995935
2.5,1.75,1.25,1.0,0.9,1.0,8,24,11,13,45.83,0.995935
2.5,1.75,1.25,1.0,0.9,1.0,12,24,11,13,45.83,0.995935
2.5,1.75,1.25,1.0,0.9,1.0,16,24,11,13,45.83,0.995935
2.5,2.0,1.25,1.0,0.9,1.0,8,24,11,13,45.83,0.995935
2.5,2.0,1.25,1.0,0.9,1.0,12,24,11,13,45.83,0.995935
2.5,2.0,1.25,1.0,0.9,1.0,16,24,11,13,45.83,0.995935
2.5,1.5,1.5,1.5,1.0,1.0,12,24,11,13,45.83,0.994747
2.5,1.75,1.5,1.5,1.0,1.0,12,24,11,13,45.83,0.994747
2.5,2.0,1.5,1.5,1.0,1.0,12,24,11,13,45.83,0.994747
2.5,1.5,1.5,1.5,0.9,0.5,12,25,9,16,36.0,0.994653
2.5,1.75,1.5,1.5,0.9,0.5,12,25,9,16,36.0,0.994653
2.5,2.0,1.5,1.5,0.9,0.5,12,25,9,16,36.0,0.994653
2.5,1.5,1.5,1.0,1.0,0.5,12,25,9,16,36.0,0.994399
2.5,1.5,1.5,1.0,1.1,0.5,12,25,9,16,36.0,0.994399
2.5,1.75,1.5,1.0,1.0,0.5,12,25,9,16,36.0,0.994399
2.5,1.75,1.5,1.0,1.1,0.5,12,25,9,16,36.0,0.994399
2.5,2.0,1.5,1.0,1.0,0.5,12,25,9,16,36.0,0.994399
2.5,2.0,1.5,1.0,1.1,0.5,12,25,9,16,36.0,0.994399
2.5,1.5,1.5,1.0,1.0,0.5,8,25,9,16,36.0,0.994294
2.5,1.5,1.5,1.0,1.1,0.5,8,25,9,16,36.0,0.994294
2.5,1.75,1.5,1.0,1.0,0.5,8,25,9,16,36.0,0.994294
2.5,1.75,1.5,1.0,1.1,0.5,8,25,9,16,36.0,0.994294
2.5,2.0,1.5,1.0,1.0,0.5,8,25,9,16,36.0,0.994294
2.5,2.0,1.5,1.0,1.1,0.5,8,25,9,16,36.0,0.994294
2.5,1.5,1.5,1.5,1.0,1.0,16,24,11,13,45.83,0.994293
2.5,1.75,1.5,1.5,1.0,1.0,16,24,11,13,45.83,0.994293
2.5,2.0,1.5,1.5,1.0,1.0,16,24,11,13,45.83,0.994293
2.5,1.5,1.5,1.25,1.0,0.75,16,25,9,16,36.0,0.994281
2.5,1.5,1.5,1.25,1.1,0.75,16,25,9,16,36.0,0.994281
2.5,1.75,1.5,1.25,1.0,0.75,16,25,9,16,36.0,0.994281
2.5,1.75,1.5,1.25,1.1,0.75,16,25,9,16,36.0,0.994281
2.5,2.0,1.5,1.25,1.0,0.75,16,25,9,16,36.0,0.994281
2.5,2.0,1.5,1.25,1.1,0.75,16,25,9,16,36.0,0.994281
2.5,1.5,1.5,1.5,1.1,1.0,12,24,11,13,45.83,0.994159
2.5,1.75,1.5,1.5,1.1,1.0,12,24,11,13,45.83,0.994159
2.5,2.0,1.5,1.5,1.1,1.0,12,24,11,13,45.83,0.994159
2.5,1.5,1.25,1.5,1.0,1.0,8,24,11,13,45.83,0.994148
2.5,1.75,1.25,1.5,1.0,1.0,8,24,11,13,45.83,0.994148
2.5,2.0,1.25,1.5,1.0,1.0,8,24,11,13,45.83,0.994148
2.5,1.5,1.5,1.5,1.1,1.0,16,24,11,13,45.83,0.993706
2.5,1.75,1.5,1.5,1.1,1.0,16,24,11,13,45.83,0.993706
2.5,2.0,1.5,1.5,1.1,1.0,16,24,11,13,45.83,0.993706
2.5,1.5,1.25,1.0,1.0,1.0,8,24,11,13,45.83,0.993351
2.5,1.5,1.25,1.0,1.0,1.0,12,24,11,13,45.83,0.993351
2.5,1.5,1.25,1.0,1.0,1.0,16,24,11,13,45.83,0.993351
2.5,1.5,1.25,1.0,1.1,1.0,8,24,11,13,45.83,0.993351
2.5,1.5,1.25,1.0,1.1,1.0,12,24,11,13,45.83,0.993351
2.5,1.5,1.25,1.0,1.1,1.0,16,24,11,13,45.83,0.993351
2.5,1.75,1.25,1.0,1.0,1.0,8,24,11,13,45.83,0.993351
2.5,1.75,1.25,1.0,1.0,1.0,12,24,11,13,45.83,0.993351
2.5,1.75,1.25,1.0,1.0,1.0,16,24,11,13,45.83,0.993351
2.5,1.75,1.25,1.0,1.1,1.0,8,24,11,13,45.83,0.993351
2.5,1.75,1.25,1.0,1.1,1.0,12,24,11,13,45.83,0.993351
2.5,1.75,1.25,1.0,1.1,1.0,16,24,11,13,45.83,0.993351
2.5,2.0,1.25,1.0,1.0,1.0,8,24,11,13,45.83,0.993351
2.5,2.0,1.25,1.0,1.0,1.0,12,24,11,13,45.83,0.993351
2.5,2.0,1.25,1.0,1.0,1.0,16,24,11,13,45.83,0.993351
2.5,2.0,1.25,1.0,1.1,1.0,8,24,11,13,45.83,0.993351
2.5,2.0,1.25,1.0,1.1,1.0,12,24,11,13,45.83,0.993351
2.5,2.0,1.25,1.0,1.1,1.0,16,24,11,13,45.83,0.993351
2.5,1.5,1.25,1.0,0.9,0.75,8,25,10,15,40.0,0.99307
2.5,1.5,1.25,1.0,0.9,0.75,12,25,10,15,40.0,0.99307
2.5,1.5,1.25,1.0,0.9,0.75,16,25,10,15,40.0,0.99307
2.5,1.75,1.25,1.0,0.9,0.75,8,25,10,15,40.0,0.99307
2.5,1.75,1.25,1.0,0.9,0.75,12,25,10,15,40.0,0.99307
