BB_COOLDOWN_BARS,BB_K,EMA_TREND_N,FEE_BPS,REQUIRE_TREND,RSI_BUY_MAX,RSI_SELL_MIN,SLIP_BPS,VOL_MA_N,VOL_MULT,avg_trade_ret_pct,entry_func,equity_multiple,losses,max_drawdown_pct,trades,win_rate_pct,wins
2,2.0,200,12.5,1,55,60,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,100,12.5,1,55,65,12.5,20,0.85,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,200,12.5,1,55,65,12.5,20,0.85,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
0,2.0,100,12.5,1,55,65,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,100,12.5,1,55,65,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
0,2.0,200,12.5,1,55,65,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,200,12.5,1,55,65,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,100,12.5,1,60,60,12.5,20,0.85,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,200,12.5,1,60,60,12.5,20,0.85,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
0,2.0,100,12.5,1,60,60,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,100,12.5,1,60,60,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
0,2.0,200,12.5,1,60,60,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,200,12.5,1,60,60,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,100,12.5,1,60,65,12.5,20,0.85,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,200,12.5,1,60,65,12.5,20,0.85,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
0,2.0,100,12.5,1,60,65,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,100,12.5,1,60,65,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
0,2.0,200,12.5,1,60,65,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
2,2.0,200,12.5,1,60,65,12.5,20,1.0,-1.2385,run_backtest,0.987615,1,1.24,1,0.0,0
0,2.4,100,12.5,1,55,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.4,100,12.5,1,55,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.4,200,12.5,1,55,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.4,200,12.5,1,55,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.4,100,12.5,1,55,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.4,100,12.5,1,55,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.4,200,12.5,1,55,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.4,200,12.5,1,55,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.4,100,12.5,1,60,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.4,100,12.5,1,60,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.4,200,12.5,1,60,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.4,200,12.5,1,60,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.4,100,12.5,1,60,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.4,100,12.5,1,60,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.4,200,12.5,1,60,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.4,200,12.5,1,60,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.6,100,12.5,1,55,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.6,100,12.5,1,55,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.6,200,12.5,1,55,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.6,200,12.5,1,55,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.6,100,12.5,1,55,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.6,100,12.5,1,55,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.6,200,12.5,1,55,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.6,200,12.5,1,55,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.6,100,12.5,1,60,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.6,100,12.5,1,60,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.6,200,12.5,1,60,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.6,200,12.5,1,60,60,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.6,100,12.5,1,60,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.6,100,12.5,1,60,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.6,200,12.5,1,60,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
2,2.6,200,12.5,1,60,65,12.5,20,0.85,-2.0317,run_backtest,0.979683,1,2.03,1,0.0,0
0,2.2,100,12.5,1,55,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
2,2.2,100,12.5,1,55,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
0,2.2,200,12.5,1,55,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
2,2.2,200,12.5,1,55,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
0,2.2,100,12.5,1,55,65,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
2,2.2,100,12.5,1,55,65,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
0,2.2,200,12.5,1,55,65,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
2,2.2,200,12.5,1,55,65,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
0,2.2,100,12.5,1,60,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
2,2.2,100,12.5,1,60,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
0,2.2,200,12.5,1,60,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
2,2.2,200,12.5,1,60,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
0,2.2,100,12.5,1,60,65,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
2,2.2,100,12.5,1,60,65,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
0,2.2,200,12.5,1,60,65,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
2,2.2,200,12.5,1,60,65,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
0,2.4,100,12.5,1,55,60,12.5,20,1.0,0.0,run_backtest,1.0,0,0.0,0,0.0,0
